지반침하사고발생신고,,,,,,,,,,,,,,,,,,,
No,사고발생위치,사고발생일자,통보일자,발생원인구분,발생지역지질종류,발생규모폭(m),발생규모연장(m),발생규모깊이(m),피해사망자수(명),피해부상자수(명),피해차량대수(대),사고지점위도,사고지점경도,복구방법,복구상태,복구완료일자,최종수정일자,최종 수정자,최종 수정자 ID
343,경상남도 합천군 대병면 회양리 1494번지,2022-08-09 오전 00:00,2022-08-12 오후 01:35,기타,,5,30,4,0,0,0,35.5249330096,128.0153150646,"- 공동현상 발생부 콘크리트포장 철거
- 통수단면 확보를 위한 터파기 작업
- 배수관로 부설 및 추가붕괴 예방을 위한 되메우기",복구완료,2022-08-19 오전 00:00,2022-08-12 오후 01:35,,
344,경기도 부천시 심곡본동 617-140,2022-08-09 오전 00:00,2022-08-10 오후 01:32,하수관 손상,,3,4,1.8,0,0,1,37.476430506,126.7789587624,지반침하 발생 장소에 잡석 포설로 임시복구 완료(2022.8.9.字) 및 하수관 교체 및 다짐 공사 완료(2022.8.11.字),복구완료,2022-08-11 오전 00:00,2023-02-17 오후 02:04,신상기,ssk3325
345,서울특별시 강남구 개포동 146-1[대모지하차도 개포1단지 양재대로(수서방향)],2022-08-09 오전 00:00,2022-08-19 오전 11:13,굴착공사 부실,,1.5,1.5,2.5,0,0,2,37.4785492855,127.0639245171,"도로함몰 구간 차량통제(1개차로) 및 긴급복구 시행
‘22.08.09. 15:00 지반침하 발생접수
&apos;22.08.09. 17:00 현장 출동 후 견인조치(당사 현장 공사보험으로 피해차량 수리 및 정비완료)
&apos;22.08.09. 18:00 긴급 임시복구완료(롯데건설)
&apos;22.08.10. 17:00 아스콘 복구완료
",복구완료,2022-08-10 오전 00:00,2023-02-17 오후 01:22,신상기,ssk3325
346,서울특별시 영등포구 대림동 1116-37,2022-08-09 오전 00:00,2022-08-09 오전 12:22,다짐(되메우기) 불량,,1.5,2.5,2,0,0,0,37.4884752491,126.8974016982,「2022년 포장도로 유지보수공사(연간계약)」를 통해 복구 중,복구완료,2022-08-10 오전 00:00,2022-08-09 오전 12:22,,
347,서울특별시 동작구 상도동 장승배기역 2번출구 E/V 주변,2022-08-09 오전 00:00,2022-08-09 오후 08:23,다짐(되메우기) 불량,,6,1.5,1.5,0,0,0,37.504454255,126.9388632839,되메우기 및 다짐 후 안전시설 설치,복구완료,2022-08-09 오전 00:00,2023-02-17 오후 01:27,신상기,ssk3325
348,경기도 오산시 원동 458-2,2022-08-09 오전 00:00,2022-08-23 오후 02:54,하수관 손상,기타,2,5,1.5,0,0,0,37.1351849899,127.06908172,"1. 08.09일 사고대응
    - 09:00 지반침하 사고 접수 및 현장출동
    - 09:30 굴착조사 및 임시복구 공사 시작
    - 11:30 임시복구 공사 완료 (해당 차선 통제 유지)

2. 08.17일 
    - 파손된 하수관거 교체후 되메우기, 포장복구, 주변 보도블록 정비완료",복구완료,2022-08-17 오전 00:00,2022-08-23 오후 02:54,,
349,경기도 성남시 분당구 금곡동 376-11,2022-08-09 오전 00:00,2022-08-24 오후 04:46,하수관 손상,기타,3,3,1.5,0,8,1,37.3524931287,127.1018551713,"골재, 시멘트, 록하드 채움 후 다짐, 포장 등",복구완료,2022-08-12 오전 00:00,2023-02-17 오후 01:57,신상기,ssk3325
350,경기도 과천시 문원동 115-1,2022-08-08 오전 00:00,2022-08-12 오후 05:13,다짐(되메우기) 불량,기타,4,9,1.5,0,0,0,37.4248726329,127.0080749234,긴급보수공사 실시,복구완료,2022-08-10 오전 00:00,2023-02-17 오후 02:21,신상기,ssk3325
351,서울특별시 양천구 신월동 331-51 앞 도로,2022-08-08 오전 00:00,2022-08-25 오전 10:06,하수관 손상,기타,6,4,1.5,0,0,0,37.5220837617,126.8265394488,"파손된 배수설비 및 노후 공공하수도 복구 및 토사 되메우기, 아스콘 포장",복구완료,2022-08-18 오전 00:00,2023-02-17 오후 01:29,신상기,ssk3325
352,강원특별자치도 춘천시 우두동 291-2,2022-08-08 오전 00:00,2022-08-08 오후 05:25,다짐(되메우기) 불량,,1,1,0.5,0,0,0,37.9041050153,127.7402817825,되메우기,임시복구,2022-08-05 오전 00:00,2024-02-16 오전 09:36,신상기,ssk3325
353,경기도 양주시 덕계동 887,2022-08-06 오전 00:00,2022-08-11 오전 10:57,하수관 손상,화강암류,1.5,2,1.5,0,0,0,37.821826397,127.0542293319,"LH 양주사업본부에서 하수관 하자 기간으로 
해당 지역 되메우기를 통해 임시복구 완료
8월 16일까지 보도블록 설치",임시복구,2022-08-16 오전 00:00,2022-08-11 오전 11:23,경기도 양주시,rad3366
354,광주광역시 광산구 비아동 비아안길69-11,2022-08-04 오전 00:00,2023-01-20 오후 03:47,하수관 손상,,2,4,0.8,0,0,0,35.2215810702,126.8198608835,굴착부분 되메우기 재시공 및 포장 복구 완료,복구완료,2022-08-10 오전 00:00,2023-02-17 오후 01:43,신상기,ssk3325
355,광주광역시 광산구 하남동 하남산단2번로 63,2022-08-04 오전 00:00,2023-01-20 오후 03:49,하수관 손상,,3,5,0.5,0,0,0,35.1872269943,126.8022270355,굴착부분 되메우기 재시공 및 포장 복구 완료,복구완료,2022-08-10 오전 00:00,2023-01-20 오후 03:49,,
356,전북특별자치도 전주시 덕진구 덕진동2가 27-34,2022-08-03 오전 00:00,2023-02-10 오후 03:08,하수관 손상,,1,1,1,0,0,0,35.8510446197,127.1146332151,"긴급보수공사 실시
",복구완료,2022-08-03 오전 00:00,2023-02-10 오후 03:08,,
357,경기도 고양시 덕양구 화정동 976,2022-08-03 오전 00:00,2022-08-08 오전 10:48,다짐(되메우기) 불량,,1,1,1.5,0,0,0,37.632436547,126.8330011391,되메우기,복구완료,2022-08-03 오전 00:00,2023-02-21 오전 09:56,신상기,ssk3325
358,강원특별자치도 양양군 강현면 주청리 2-15,2022-08-03 오전 00:00,2022-08-10 오후 05:26,굴착공사 부실,화강암류,2.5,8,18,0,0,0,38.1176330978,128.6323529455,복구완료,복구완료,2022-08-05 오전 00:00,2022-08-10 오후 05:26,강원도 양양군,yangyang
359,전북특별자치도 전주시 덕진구 인후동1가 785-3,2022-08-02 오전 00:00,2023-02-10 오후 03:06,하수관 손상,,2,1,1.9,0,0,0,35.835590009,127.1560465222,"긴급보수공사 실시
",복구완료,2022-08-02 오전 00:00,2023-02-10 오후 03:06,,
360,전북특별자치도 전주시 완산구 고사동 355-1,2022-07-29 오전 00:00,2023-02-10 오후 03:03,하수관 손상,,3.4,3.8,0.7,0,0,0,35.8204977683,127.1421526795,"하수관 보수 및 소파 포장 완료
",복구완료,2022-07-29 오전 00:00,2023-02-10 오후 03:03,,
361,전북특별자치도 전주시 완산구 원당동 651-10,2022-07-26 오전 00:00,2023-02-10 오후 03:01,기타매설물 손상,,1.8,2,2.1,0,0,0,35.7576014102,127.1146654016,"콘크리트 박스 보수 및 포장 완료
",복구완료,2022-07-26 오전 00:00,2023-02-10 오후 03:01,,
362,전북특별자치도 전주시 완산구 중노송동 470-13,2022-07-25 오전 00:00,2023-02-10 오후 02:58,기타매설물 손상,,2.3,2.5,0.6,0,0,0,35.8244037589,127.1532033807,"콘크리트 박스 보수 및 포장 완료
",복구완료,2022-07-25 오전 00:00,2023-02-10 오후 02:58,,
363,인천광역시 부평구 부평동 605-12,2022-07-20 오전 00:00,2023-01-17 오후 01:33,기타,기타,0.4,0.4,0.5,1,0,1,37.487662568,126.7257775462,침하 된 보도의 원인 파악 위해 확인터파기 실시한 부분을 모래로 채운 뒤 보도 재정비.,복구완료,2022-07-26 오전 00:00,2023-01-17 오후 01:33,,
364,경상남도 사천시 동금동 52-9,2022-07-19 오전 00:00,2022-07-20 오전 09:57,기타,기타,0.5,0,2,0,0,0,34.9319636654,128.0829526252,임시휀스 설치후 점검예정.,복구완료,2022-08-31 오전 00:00,2025-02-21 오후 02:13,신상기,ssk3325
365,제주특별자치도 제주시 이도이동 443,2022-07-19 오전 00:00,2022-07-19 오전 11:48,하수관 손상,,1.5,2.5,1.5,0,0,0,33.4981466178,126.5455406892,파손 하수관 교체 및 인도 블럭 교체,복구완료,2022-07-17 오전 00:00,2022-07-19 오전 11:48,,
366,충청남도 홍성군 홍성읍 도청대로 7 앞 도로,2022-07-16 오전 00:00,2022-07-18 오후 01:09,하수관 손상,기타,0.8,0.8,1.5,0,0,0,36.6056562224,126.6623600671,흙으로 되메우기,임시복구,2022-07-16 오전 00:00,2022-07-18 오후 01:09,,
367,전북특별자치도 전주시 완산구 삼천동1가 386,2022-07-13 오전 00:00,2023-02-10 오후 02:55,하수관 손상,,1,5,0.5,0,0,0,35.7954043738,127.1135174161,"하수관 손상에 따른 토사 유실복구
",복구완료,2022-07-13 오전 00:00,2023-02-10 오후 02:55,,
368,전북특별자치도 전주시 완산구 효자동3가 1544-3,2022-07-12 오전 00:00,2023-02-03 오후 05:58,다짐(되메우기) 불량,,1,2.5,0.5,0,0,0,35.8137966763,127.1103175408,"흙 다지기 및 되메우기 재시공 및 포장 복구 완료
",복구완료,2022-07-12 오전 00:00,2023-02-03 오후 05:58,,
369,부산광역시 동래구 안락동 안락동 732-1 인근 (동래벽산아파트 앞 횡단보도),2022-07-11 오전 00:00,2023-01-18 오후 05:31,기타,,0.1,0.1,1.33,0,0,0,35.1949518169,129.0979827057,"흙 다지기 및 되메우기 재시공 및 포장 복구 완료
",복구완료,2022-07-26 오전 00:00,2023-01-18 오후 05:31,,
370,서울특별시 강동구 천호동 467-8,2022-07-10 오전 00:00,2022-07-13 오전 09:41,하수관 손상,,1.2,1.3,1.5,0,0,0,37.542122735,127.1204640991,가정하수관 파손 복구 및 정비완료(치수과),복구완료,2022-07-10 오전 00:00,2022-07-13 오전 09:41,,
371,서울특별시 영등포구 여의도동 23(IFC몰),2022-07-06 오전 00:00,2022-08-12 오전 09:30,하수관 손상,,0.4,0.4,2.5,0,0,0,37.5263900301,126.9261755766,2022년 관내보도정비공사(연간계약)업체를 통해 복구 완료,복구완료,2022-07-06 오전 00:00,2022-08-12 오전 09:30,서울특별시 영등포구,underydp
372,경기도 양주시 유양동 719-1,2022-07-04 오전 00:00,2022-07-26 오후 05:54,기타매설물 손상,,3,3,4,0,0,0,37.7943579829,127.0171242279,수로관 준설 후 복구,복구완료,2022-07-08 오전 00:00,2022-07-26 오후 05:53,경기도 양주시,rad3366
373,부산광역시 사하구 감천동 486-3번지 맞은편 3차선 도로,2022-07-04 오전 00:00,2023-01-27 오후 06:13,상수관 손상,,0.5,0.6,1.9,0,0,0,35.0880808519,129.0025788048,"굴착을 통한 원인확인 후 되메우기 및 다짐, 포장 복구",복구완료,2022-07-05 오전 00:00,2023-01-27 오후 06:13,,
374,경기도 부천시 소사본동 257,2022-07-02 오전 00:00,2022-07-06 오후 06:29,하수관 손상,,1,2.5,2.5,0,1,1,37.4821533765,126.7931436426,맨홀 접합부위 하수관 파손 보수 및 소파보수,복구완료,2022-07-04 오전 00:00,2023-02-21 오전 09:59,신상기,ssk3325
375,충청북도 제천시 화산동 693,2022-07-02 오전 00:00,2023-02-06 오전 08:27,상하수관공사 부실,,1,1,2.5,0,0,0,37.1278505975,128.2172758432,"이중벽관 접합, 되메우기 및 포장 복구 완료",복구완료,2022-07-04 오전 00:00,2023-02-06 오전 08:26,,
376,경기도 안양시 만안구 석수동 201-7,2022-07-01 오전 00:00,2022-07-19 오후 01:34,다짐(되메우기) 불량,기타,1,1,0.2,0,0,1,37.4163234391,126.9149078852,긴급보수공사 실시 및 차량보상,복구완료,2022-07-01 오전 00:00,2022-12-14 오전 10:46,이상혁,kalis02
377,경기도 성남시 중원구 중앙동 중앙동1 단대오거리역 중앙,2022-07-01 오전 00:00,2022-07-05 오후 02:50,하수관 손상,기타,3,3,1.5,0,1,1,37.4448090707,127.1567009924,흙 다지기 및 되메우기 재시공 및 포장 복구 완료,복구완료,2022-07-02 오전 00:00,2023-02-21 오전 10:00,신상기,ssk3325
378,서울특별시 송파구 가락동 282,2022-07-01 오전 00:00,2022-07-01 오후 11:13,하수관 손상,,2,4,1,0,1,0,37.4962402454,127.1110015041,지반침하구간 굴착하여  하수박스 확인 후 콘크리트로 임시복구 및 안전조치 완료,복구완료,2022-07-01 오전 00:00,2022-07-01 오후 11:46,서울특별시 송파구,doro1212
379,전북특별자치도 전주시 완산구 삼천동1가 705-2,2022-07-01 오전 00:00,2023-02-03 오후 05:51,기타매설물 손상,,2.2,2.2,0.9,0,0,0,35.797466786,127.1273039704,"콘크리트 박스 보수 및 소파 포장 완료
",복구완료,2022-07-01 오전 00:00,2023-02-03 오후 05:51,,
380,전북특별자치도 군산시 비응도동 41-4,2022-06-30 오전 00:00,2022-07-25 오후 01:49,하수관 손상,,0.8,0.8,1,0,0,0,35.9419920082,126.5313111797,"콘크리트 및 아스콘 임시 복구 완료
",임시복구,2022-07-01 오전 00:00,2022-08-01 오후 05:45,,
381,서울특별시 관악구 봉천동 180-329,2022-06-29 오전 00:00,2022-06-29 오후 06:10,다짐(되메우기) 불량,,0.8,1,3.5,0,0,0,37.470123339,126.9670499306,기동반에서 골재 채움 및 콘크리트 타설 완료(안전조치 완료),임시복구,2022-06-29 오전 00:00,2022-06-29 오후 06:10,,
382,서울특별시 종로구 혜화로 74 경신고등학교,2022-06-29 오전 00:00,2022-07-04 오전 11:11,하수관 손상,,6,5,3,0,0,0,37.5911601282,127.0013538154,"기존 하수관로 폐쇄 후 하수관로 신설(유로 변경),
우수처리 및 현장 토사 정리, 수중펌프 추가 설치 등 

노후된 우수관 정비 후 관 개량 및 신설,
도로 아스팔트 포장 완료",복구완료,2022-07-18 오전 00:00,2022-07-19 오전 09:49,서울특별시 종로구,cltnrhk
383,대전광역시 서구 둔산동 1361,2022-06-28 오전 00:00,2022-12-12 오전 09:55,다짐(되메우기) 불량,기타,1.5,1.5,1,0,0,0,36.3523365201,127.3794161871,굴착부분 되메우기 재시공 및 포장 복구 완료,복구완료,2022-06-28 오전 00:00,2022-07-17 오후 01:48,,
384,충청북도 제천시 영천동 영천동 302일원 제천남부교회 앞,2022-06-25 오전 00:00,2022-08-17 오후 08:57,상하수관공사 부실,기타,1.5,1.5,0.5,0,0,0,37.1310240704,128.2040715425,"이중벽관 접합, 되메우기 및 포장 복구 완료
",복구완료,2022-06-25 오전 00:00,2022-08-17 오후 09:15,충청북도 제천시,novaaperio
385,부산광역시 금정구 금사동 금사동 110-6번지 앞,2022-06-25 오전 00:00,2022-08-09 오후 04:13,다짐(되메우기) 불량,,1,1.5,1.5,0,0,0,35.2160384492,129.1155051105,침하 발생구간 굴착 및 골재포설 후 포장 완료,복구완료,2022-06-30 오전 00:00,2022-08-09 오후 04:12,,
386,서울특별시 동대문구 장안동 371-10,2022-06-24 오전 00:00,2022-08-19 오전 11:09,굴착공사 부실,기타,1.2,1.2,1.5,0,0,0,37.5715033642,127.0710670795,토사 되메우기 및 다짐 후 보도블록 복구 완료,복구완료,2022-06-24 오전 00:00,2022-07-19 오후 02:32,서울특별시 동대문구,gdjk82
387,전북특별자치도 전주시 완산구 평화동1가 725-5,2022-06-24 오전 00:00,2022-08-19 오후 02:56,하수관 손상,기타,2,2.5,2,0,0,0,35.7948983411,127.13593266,관교체 후 포장 완료,복구완료,2022-06-24 오전 00:00,2022-08-08 오전 11:10,,
388,강원특별자치도 춘천시 근화동 231-36,2022-06-24 오전 00:00,2022-07-25 오후 01:51,하수관 손상,,1,1,1,0,0,0,37.878955058,127.7188490753,자체복구,복구완료,2022-06-24 오전 00:00,2024-02-16 오전 09:37,신상기,ssk3325
389,대구광역시 남구 대명로 253 앞 대명로 2~3차로,2022-06-24 오전 00:00,2022-06-24 오후 03:12,기타,,1,1,1,0,0,0,35.842616623,128.584961602,긴급복구작업(되메움 및 포장) 완료,복구완료,2022-06-24 오전 00:00,2022-06-24 오후 03:11,,
390,서울특별시 성북구 장위동 231-226,2022-06-23 오전 00:00,2022-07-19 오전 09:54,하수관 손상,,3,1,1,0,1,0,37.6128162187,127.0376873979,하수관로 정비 및 포장 복구 완료,복구완료,2022-06-24 오전 00:00,2022-07-19 오전 09:52,서울특별시 성북구,min2506
391,충청북도 제천시 청전동 청전동 643일원(비둘기아파트 정문 부근),2022-06-23 오전 00:00,2022-08-17 오후 09:11,상하수관공사 부실,기타,1.5,4,2.5,0,0,0,37.151776778,128.216530338,"이중벽관 접합, 되메우기 및 포장 복구 완료
",복구완료,2022-06-23 오전 00:00,2022-08-17 오후 09:11,충청북도 제천시,novaaperio
392,서울특별시 동대문구 장안동 366-6,2022-06-23 오전 00:00,2022-06-28 오전 11:20,굴착공사 부실,기타,2,2,1.5,0,3,0,37.5699791434,127.0705099682,하수관로 임시연결. 보도 임시복구,복구완료,2022-06-24 오전 00:00,2022-06-24 오후 01:29,,
393,강원특별자치도 원주시 우산동 133-8 우산철교 사거리 옆,2022-06-22 오전 00:00,2022-07-15 오전 11:05,다짐(되메우기) 불량,,0.5,0.5,1.5,0,0,0,37.3605242686,127.939816505,"골재 채움 및 다짐, 아스콘 포장 복구 완료",복구완료,2022-07-03 오전 00:00,2024-02-16 오전 09:38,신상기,ssk3325
394,전북특별자치도 전주시 덕진구 건산로 48번지 앞 도로,2022-06-21 오전 00:00,2022-08-08 오후 01:15,하수관 손상,,0.8,0.5,1,0,0,0,35.8326902798,127.1426563766,긴급보수공사 실시,복구완료,2022-06-21 오전 00:00,2022-08-08 오후 01:13,,
395,대구광역시 북구 노원동2가 257-1,2022-06-15 오전 00:00,2022-06-17 오전 09:44,상수관 손상,,2,3,1.5,0,0,0,35.887768246,128.5754946188,"- 04:25 : 북부사업소 ⇒ 시설관리소 민원 접수
- 04:40 ~ 05:30 : 시설관리소 현장출동 및 제수밸브 차단
- 05:30 ~ 06:50 : 교통안전시설 설치 및 3차선(1개 차로) 교통통제
  ※ 지장물로 인해 터파기 및 누수부위 확인 불가, 관폐쇄 결정
- 08:00 ~ 11:00 :  누수지점 되메우기, 관폐쇄 지점 터파기
-11:00 ~ 14:00 : 관폐쇄 D=500㎜(N=2개소 중 1개소) 및 되메우기
-14:00 ~ 16:00 : 누수지점 도로포장 복구
- 20:00 : 북구 침산남로 1 앞 관폐쇄(N=2개소 중 1개소) 작업
  ※ 교통체증(우회전 전용차선)이 우려되어 야간작업 시행",복구완료,2022-06-15 오전 00:00,2022-06-27 오전 09:32,대구광역시 북구,esafe046
396,경상남도 창원시 진해구 성내동 78-3,2022-06-12 오전 00:00,2022-07-13 오후 01:59,기타매설물 손상,기타,0.8,0.8,1.2,0,0,0,35.1152360892,128.7602835614,흄관 이음부 접합후 복구공사 시행,복구완료,2022-06-24 오전 00:00,2022-07-13 오후 01:59,,
397,전북특별자치도 전주시 완산구 서신동 23-38,2022-06-10 오전 00:00,2022-08-19 오후 02:57,하수관 손상,기타,1,2,0.5,0,0,0,35.8284500196,127.1232812542,관 교체 후 포장 완료,복구완료,2022-06-11 오전 00:00,2022-08-08 오전 11:05,,
398,경기도 고양시 일산동구 백석동 1297,2022-06-09 오전 00:00,2022-06-13 오후 01:12,굴착공사 부실,,3,2,2,0,0,0,37.644013731,126.7877946013,되메우기,임시복구,2022-06-09 오전 00:00,2022-07-13 오후 01:09,경기도 고양시,uniapple
399,경기도 고양시 일산동구 백석동 1297,2022-06-06 오전 00:00,2022-06-06 오후 01:50,굴착공사 부실,,5,1.5,2,0,0,0,37.6441029318,126.7882505769,긴급 되메우기 완료,임시복구,2022-06-06 오전 00:00,2022-07-13 오후 01:09,경기도 고양시,uniapple
400,경기도 화성시 남양읍 문호리 801,2022-06-06 오전 00:00,2022-07-19 오후 02:30,굴착공사 부실,,1,1,0.05,0,0,0,37.2491725745,126.805345906,굴착부분 되메우기 재시공 및 포장 복구 완료,복구완료,2022-06-06 오전 00:00,2022-07-19 오후 02:29,,
401,경기도 안산시 단원구 성곡동 839-12,2022-06-05 오전 00:00,2022-07-11 오후 03:18,굴착공사 부실,기타,7,15.9,0.31,0,0,0,37.3033435398,126.7385564115,"현장내 흙막이벽 주변 및 주변 차수 공법 시행, 지반안정화 후 도로포장,차선도색 완료",임시복구,2022-07-04 오전 00:00,2022-07-11 오후 03:18,경기도 안산시,subeen27
402,충청북도 음성군 음성읍 음성읍 읍내리 478-12(음성군 선거관리위원회 옆),2022-06-03 오전 00:00,2022-08-10 오전 10:55,기타매설물 손상,,1,4,0.5,0,0,0,36.9332874296,127.6884456581,모래주머니로 흙 다지기 및 되메우기 포대아스콘 임시 복구 완료,임시복구,2022-06-22 오전 00:00,2022-08-10 오전 10:54,,
403,울산광역시 중구 태화동 347,2022-06-03 오전 00:00,2022-07-18 오후 03:31,다짐(되메우기) 불량,기타,1,1,1.5,0,0,0,35.5549702204,129.2753698352,모래채움 후 도로재포장,복구완료,2022-06-03 오전 00:00,2022-07-18 오후 03:31,,
404,세종특별자치시 세종특별자치시 세종특별자치시 남세종로 326 소담고등학교,2022-05-31 오전 00:00,2022-08-19 오후 03:21,기타매설물 손상,기타,1,0.8,1.6,0,1,0,36.4826067605,127.3024386804,손상맨홀 보강 후 침하구간 되메우기 및 보도블록 포장 복구,복구완료,2022-07-05 오전 00:00,2022-08-19 오후 03:28,세종특별자치시,wlgkdkswjs2
405,경기도 고양시 일산동구 백석동 1297,2022-05-31 오전 00:00,2022-05-31 오후 04:12,굴착공사 부실,,3,10,2,0,0,0,37.6439712545,126.7880413645,되메우기,임시복구,2022-05-31 오전 00:00,2022-07-13 오후 01:10,경기도 고양시,uniapple
406,전북특별자치도 익산시 신흥동 서동로 23길 11 오리온2공장 입구,2022-05-31 오전 00:00,2022-07-25 오후 05:49,하수관 손상,기타,1.5,1,1.5,0,0,0,35.9422461668,126.9728119965,흄관 몰탈 처리 및 다짐 복구,복구완료,2022-06-23 오전 00:00,2022-08-08 오전 10:15,,
407,경기도 화성시 송산면 사강리 704-6,2022-05-26 오전 00:00,2022-07-19 오후 02:24,굴착공사 부실,,1,1,0.05,0,0,0,37.2149206461,126.7313860118,굴착부분 되메우기 재시공 및 포장 복구 완료,복구완료,2022-05-26 오전 00:00,2022-07-19 오후 02:24,,
408,충청북도 제천시 신백동 신백동 202-1번지 빨래박사 앞,2022-05-24 오전 00:00,2022-08-17 오후 09:06,상수관 손상,기타,1.5,1,1,0,0,0,37.13120696,128.2247912225,"이중벽관 접합, 되메우기 및 포장 복구 완료
",복구완료,2022-05-24 오전 00:00,2022-08-17 오후 09:15,충청북도 제천시,novaaperio
409,충청북도 음성군 음성읍 음성읍 읍내리 692-3(풍산연립 라동 앞),2022-05-23 오전 00:00,2022-08-10 오전 10:55,하수관 손상,,0.2,2,2,0,0,0,36.9421709334,127.6902228076,굴착부분 되메우기 재시공 및 포장 복구 완료,복구완료,2022-06-20 오전 00:00,2022-08-10 오전 10:47,,
410,대전광역시 중구 중촌동 448,2022-05-20 오전 00:00,2022-08-10 오후 01:55,하수관 손상,,4,5,0.6,0,0,0,36.3411732432,127.4105586534,"하수관 교체, 굴착부분 되메우기 및 재 포장 ",복구완료,2022-05-20 오전 00:00,2022-08-10 오후 02:03,대전광역시 중구,dj3101
411,광주광역시 광산구 우산동 광주광역시 광산구 우산동1598-3번지 주변,2022-05-18 오전 00:00,2022-08-10 오전 11:27,하수관 손상,,0.5,0.5,3,0,0,0,35.1596413331,126.8083892992,관이음부 보수 및 포장복구 완료,복구완료,2022-05-19 오전 00:00,2022-08-10 오전 11:26,,
412,대전광역시 중구 대흥동 326-613,2022-05-12 오전 00:00,2022-08-10 오후 02:03,하수관 손상,,4,7,0.6,0,0,0,36.3204218637,127.4215711331,"하수관 교체, 굴착부분 되메우기 및 재 포장 ",복구완료,2022-05-12 오전 00:00,2022-08-10 오후 02:02,,
413,전북특별자치도 전주시 완산구 중화산동2가 756-3,2022-05-10 오전 00:00,2022-08-19 오후 02:57,하수관 손상,기타,1,1,0.5,0,0,0,35.8200357885,127.1177959613,하수관로 교체 후 포장완료,복구완료,2022-05-10 오전 00:00,2022-08-08 오전 11:15,,
414,전북특별자치도 전주시 완산구 동완산동 10-5,2022-05-10 오전 00:00,2022-08-19 오후 02:57,하수관 손상,기타,0.5,0.5,1,0,0,0,35.8105352161,127.1474394281,관교체 후 포장완료,복구완료,2022-05-12 오전 00:00,2022-08-08 오전 11:06,전북특별자치도 전주시,gktneh2022
415,강원특별자치도 양양군 강현면 주청리2-15번지  신축 공사장 인근,2022-05-06 오전 00:00,2022-05-11 오후 04:28,굴착공사 부실,기타,5,2,3,0,0,0,38.1174338362,128.6318926006,Kt회선복구후  메우기,복구완료,2022-05-19 오전 00:00,2024-02-16 오전 09:39,신상기,ssk3325
416,대전광역시 서구 갈마동 824,2022-05-05 오전 00:00,2022-12-12 오전 09:55,하수관 손상,기타,1,1.5,1.3,0,0,0,36.3526953943,127.3740929938,파손관로 정비 및 포장 복구 완료,복구완료,2022-05-05 오전 00:00,2022-07-13 오후 02:36,,
417,대전광역시 서구 괴정동 81-7,2022-04-28 오전 00:00,2022-12-12 오전 09:57,하수관 손상,기타,0.9,1.4,0.9,0,0,0,36.3368456333,127.3862106293,관접합부 정비 및 포장 복구 완료,복구완료,2022-04-28 오전 00:00,2022-07-17 오후 01:51,대전광역시 서구,eowjsrhkddurtltjrncj
418,경기도 화성시 서신면 궁평리 611,2022-04-27 오전 00:00,2022-07-19 오후 02:13,굴착공사 부실,,1,1,0.05,0,0,0,37.1248935962,126.693960943,굴착부분 되메우기 재시공 및 포장 복구 완료,복구완료,2022-04-27 오전 00:00,2022-07-19 오후 02:13,,
419,광주광역시 남구 월산동 1058-1(돌고개역 부근),2022-04-27 오전 00:00,2022-08-17 오후 04:41,굴착공사 부실,기타,1,1.5,1.5,0,0,0,35.151377009,126.8957633217,"흙 다지기 및 되메우기 재시공 및 포장 복구 완료
",복구완료,2022-04-27 오전 00:00,2022-08-17 오후 04:39,,
420,전북특별자치도 익산시 동산동 동산동 1052-14,2022-04-23 오전 00:00,2022-08-08 오전 10:23,하수관 손상,기타,3,3,2.5,0,0,0,35.932344435,126.9657540066,우수맨홀 하부 몰탈 복구 및 다짐 복구,복구완료,2022-04-25 오전 00:00,2022-08-08 오전 10:12,,
421,전북특별자치도 전주시 완산구 중화산동2가 119-14,2022-04-20 오전 00:00,2022-08-19 오후 02:58,하수관 손상,기타,1,1,1,0,0,0,35.812292183,127.1255941226,관교체 후 포장완료,복구완료,2022-04-20 오전 00:00,2022-08-08 오전 11:08,전북특별자치도 전주시,gktneh2022
422,울산광역시 중구 해오름3길 30,2022-04-13 오전 00:00,2022-07-18 오후 03:23,다짐(되메우기) 불량,기타,1,0.5,1,0,0,0,35.5629830799,129.3436139328,모래유실 복구 후 재포장 ,복구완료,2022-04-13 오전 00:00,2022-07-18 오후 03:22,,
423,경기도 화성시 서신면 홍법리 510-2,2022-04-13 오전 00:00,2022-07-19 오후 02:07,굴착공사 부실,,1,1,0.05,0,0,0,37.1670431392,126.7199929138,굴착부분 되메우기 재시공 및 포장 복구 완료,복구완료,2022-04-13 오전 00:00,2022-07-19 오후 02:01,,
424,전라남도 목포시 동명동 7,2022-04-13 오전 00:00,2022-07-08 오후 03:10,굴착공사 부실,충척층,1.5,15,0.8,0,0,0,34.7882011452,126.3906211368,"토사유실 부분 모레로 되메우기, 임시휀스설치",복구완료,2022-08-05 오전 00:00,2022-07-08 오후 03:06,,
425,전북특별자치도 익산시 중앙동3가 평동로 7길 47,2022-04-08 오전 00:00,2022-07-25 오후 05:46,하수관 손상,기타,1,1,1.2,0,0,0,35.9363282934,126.9492373307,우수관 교체 및 다짐 복구,복구완료,2022-04-10 오전 00:00,2022-08-08 오전 10:10,,
